UserID is: 1, Gender is: F,  Occupation id is: 10, Zip-code is: 48067, 
UserID is: 3014, Gender is: M,  Occupation id is: 7, Zip-code is: 06430, 
UserID is: 3015, Gender is: M,  Occupation id is: 6, Zip-code is: 62707, 
UserID is: 3016, Gender is: M,  Occupation id is: 12, Zip-code is: 78759, 
UserID is: 3017, Gender is: F,  Occupation id is: 9, Zip-code is: 85255, 
UserID is: 3018, Gender is: M,  Occupation id is: 0, Zip-code is: 45242, 
UserID is: 3019, Gender is: M,  Occupation id is: 12, Zip-code is: 97330, 
UserID is: 3020, Gender is: F,  Occupation id is: 7, Zip-code is: 60302, 
UserID is: 3021, Gender is: F,  Occupation id is: 15, Zip-code is: 78750, 
UserID is: 3022, Gender is: M,  Occupation id is: 17, Zip-code is: 78730, 
UserID is: 3023, Gender is: F,  Occupation id is: 7, Zip-code is: 92108, 
UserID is: 3024, Gender is: M,  Occupation id is: 17, Zip-code is: 14302, 
UserID is: 3025, Gender is: F,  Occupation id is: 0, Zip-code is: 90004, 
UserID is: 3026, Gender is: F,  Occupation id is: 4, Zip-code is: 45750, 
UserID is: 3027, Gender is: M,  Occupation id is: 4, Zip-code is: 85719, 
UserID is: 3028, Gender is: M,  Occupation id is: 10, Zip-code is: 12701, 
UserID is: 3029, Gender is: M,  Occupation id is: 4, Zip-code is: 92037, 
UserID is: 3030, Gender is: M,  Occupation id is: 1, Zip-code is: 48103, 
UserID is: 3031, Gender is: M,  Occupation id is: 4, Zip-code is: 48135, 
UserID is: 3032, Gender is: M,  Occupation id is: 0, Zip-code is: 47303, 
UserID is: 3033, Gender is: M,  Occupation id is: 4, Zip-code is: 02906, 
UserID is: 3034, Gender is: F,  Occupation id is: 1, Zip-code is: 33143, 
UserID is: 3035, Gender is: F,  Occupation id is: 7, Zip-code is: 90230, 
UserID is: 3036, Gender is: M,  Occupation id is: 13, Zip-code is: 14843, 
UserID is: 3037, Gender is: F,  Occupation id is: 2, Zip-code is: 97333, 
UserID is: 3038, Gender is: F,  Occupation id is: 2, Zip-code is: 97401, 
UserID is: 3039, Gender is: F,  Occupation id is: 3, Zip-code is: 33611, 
UserID is: 3040, Gender is: M,  Occupation id is: 8, Zip-code is: 22046, 
UserID is: 3041, Gender is: M,  Occupation id is: 4, Zip-code is: 97333, 
UserID is: 3042, Gender is: M,  Occupation id is: 1, Zip-code is: 49042, 
UserID is: 3043, Gender is: M,  Occupation id is: 2, Zip-code is: 90069, 
UserID is: 3044, Gender is: M,  Occupation id is: 16, Zip-code is: 77301, 
UserID is: 3045, Gender is: M,  Occupation id is: 1, Zip-code is: 90631, 
UserID is: 3046, Gender is: M,  Occupation id is: 4, Zip-code is: 46311, 
UserID is: 3047, Gender is: F,  Occupation id is: 4, Zip-code is: 94117, 
UserID is: 3048, Gender is: M,  Occupation id is: 2, Zip-code is: 02066, 
UserID is: 3049, Gender is: F,  Occupation id is: 0, Zip-code is: 02421, 
UserID is: 3050, Gender is: M,  Occupation id is: 12, Zip-code is: 94025, 
UserID is: 3051, Gender is: M,  Occupation id is: 17, Zip-code is: 94063, 
UserID is: 3052, Gender is: M,  Occupation id is: 12, Zip-code is: 10036, 
UserID is: 3053, Gender is: F,  Occupation id is: 3, Zip-code is: 55102, 
UserID is: 3054, Gender is: M,  Occupation id is: 4, Zip-code is: 44056, 
UserID is: 3055, Gender is: F,  Occupation id is: 3, Zip-code is: 98501, 
UserID is: 3056, Gender is: M,  Occupation id is: 18, Zip-code is: 10309, 
UserID is: 3057, Gender is: F,  Occupation id is: 12, Zip-code is: 55438, 
UserID is: 3058, Gender is: M,  Occupation id is: 12, Zip-code is: 55123, 
UserID is: 3059, Gender is: M,  Occupation id is: 0, Zip-code is: 75023, 
UserID is: 3060, Gender is: F,  Occupation id is: 1, Zip-code is: 92705, 
UserID is: 3061, Gender is: M,  Occupation id is: 2, Zip-code is: 29440, 
UserID is: 3062, Gender is: M,  Occupation id is: 4, Zip-code is: 03106, 
UserID is: 3063, Gender is: M,  Occupation id is: 4, Zip-code is: 03106, 
UserID is: 3064, Gender is: M,  Occupation id is: 17, Zip-code is: 90026, 
UserID is: 3065, Gender is: F,  Occupation id is: 4, Zip-code is: 48135, 
UserID is: 3066, Gender is: M,  Occupation id is: 4, Zip-code is: 61801, 
UserID is: 3067, Gender is: F,  Occupation id is: 0, Zip-code is: 02148, 
UserID is: 3068, Gender is: F,  Occupation id is: 9, Zip-code is: 66204, 
UserID is: 3069, Gender is: M,  Occupation id is: 4, Zip-code is: 97470, 
UserID is: 3070, Gender is: F,  Occupation id is: 4, Zip-code is: 10708, 
UserID is: 3071, Gender is: M,  Occupation id is: 1, Zip-code is: 02115, 
UserID is: 3072, Gender is: M,  Occupation id is: 1, Zip-code is: 55126, 
UserID is: 3073, Gender is: M,  Occupation id is: 0, Zip-code is: 90028, 
UserID is: 3074, Gender is: M,  Occupation id is: 0, Zip-code is: 23451, 
UserID is: 3075, Gender is: F,  Occupation id is: 11, Zip-code is: 06107, 
UserID is: 3076, Gender is: M,  Occupation id is: 17, Zip-code is: 30024, 
UserID is: 3077, Gender is: M,  Occupation id is: 4, Zip-code is: 43202, 
UserID is: 3078, Gender is: F,  Occupation id is: 1, Zip-code is: 02155, 
UserID is: 3079, Gender is: F,  Occupation id is: 1, Zip-code is: 55410, 
UserID is: 3080, Gender is: M,  Occupation id is: 20, Zip-code is: 55410, 
UserID is: 3081, Gender is: M,  Occupation id is: 7, Zip-code is: 77252, 
UserID is: 3082, Gender is: F,  Occupation id is: 6, Zip-code is: 45459, 
UserID is: 3083, Gender is: F,  Occupation id is: 0, Zip-code is: 97403, 
UserID is: 3084, Gender is: M,  Occupation id is: 16, Zip-code is: 01581, 
UserID is: 3085, Gender is: M,  Occupation id is: 4, Zip-code is: 78703, 
UserID is: 3086, Gender is: M,  Occupation id is: 12, Zip-code is: 98105, 
UserID is: 3087, Gender is: F,  Occupation id is: 1, Zip-code is: 90802, 
UserID is: 3088, Gender is: F,  Occupation id is: 4, Zip-code is: 87110, 
UserID is: 3089, Gender is: M,  Occupation id is: 16, Zip-code is: 93448, 
UserID is: 3090, Gender is: M,  Occupation id is: 2, Zip-code is: 90004, 
UserID is: 3091, Gender is: F,  Occupation id is: 0, Zip-code is: 19107, 
UserID is: 3092, Gender is: M,  Occupation id is: 15, Zip-code is: 98108, 
UserID is: 3093, Gender is: F,  Occupation id is: 20, Zip-code is: 89134, 
UserID is: 3094, Gender is: M,  Occupation id is: 0, Zip-code is: 30030, 
UserID is: 3095, Gender is: F,  Occupation id is: 3, Zip-code is: 06810, 
UserID is: 3096, Gender is: F,  Occupation id is: 3, Zip-code is: 38028, 
UserID is: 3097, Gender is: F,  Occupation id is: 5, Zip-code is: 10021, 
UserID is: 3098, Gender is: M,  Occupation id is: 4, Zip-code is: 55112, 
UserID is: 3099, Gender is: M,  Occupation id is: 17, Zip-code is: 20910, 
UserID is: 3100, Gender is: F,  Occupation id is: 6, Zip-code is: 91423, 
UserID is: 3101, Gender is: M,  Occupation id is: 15, Zip-code is: 91101, 
UserID is: 3102, Gender is: M,  Occupation id is: 12, Zip-code is: 34170, 
UserID is: 3103, Gender is: M,  Occupation id is: 20, Zip-code is: 64112, 
UserID is: 3104, Gender is: M,  Occupation id is: 17, Zip-code is: 02118, 
UserID is: 3105, Gender is: M,  Occupation id is: 12, Zip-code is: 98166, 
UserID is: 3106, Gender is: M,  Occupation id is: 0, Zip-code is: 33142, 
UserID is: 3107, Gender is: M,  Occupation id is: 17, Zip-code is: 92656, 
UserID is: 3108, Gender is: M,  Occupation id is: 6, Zip-code is: 22039, 
UserID is: 3109, Gender is: F,  Occupation id is: 11, Zip-code is: 43201, 
UserID is: 3110, Gender is: M,  Occupation id is: 0, Zip-code is: 10002, 
UserID is: 3111, Gender is: M,  Occupation id is: 4, Zip-code is: 56520, 
UserID is: 3112, Gender is: M,  Occupation id is: 12, Zip-code is: 98133, 
UserID is: 3113, Gender is: M,  Occupation id is: 10, Zip-code is: 55414, 
UserID is: 3114, Gender is: M,  Occupation id is: 5, Zip-code is: 65211, 
UserID is: 3115, Gender is: M,  Occupation id is: 17, Zip-code is: 48323, 
UserID is: 3116, Gender is: M,  Occupation id is: 12, Zip-code is: 98034, 
UserID is: 3117, Gender is: M,  Occupation id is: 0, Zip-code is: 83704, 
UserID is: 3118, Gender is: M,  Occupation id is: 0, Zip-code is: 77025, 
UserID is: 3119, Gender is: M,  Occupation id is: 1, Zip-code is: 37027, 
UserID is: 3120, Gender is: M,  Occupation id is: 4, Zip-code is: 55414, 
UserID is: 3121, Gender is: M,  Occupation id is: 2, Zip-code is: 32118, 
UserID is: 3122, Gender is: F,  Occupation id is: 7, Zip-code is: 22209, 
UserID is: 3123, Gender is: M,  Occupation id is: 2, Zip-code is: 90401, 
UserID is: 3124, Gender is: M,  Occupation id is: 12, Zip-code is: 30337, 
UserID is: 3125, Gender is: M,  Occupation id is: 7, Zip-code is: 10025, 
UserID is: 3126, Gender is: M,  Occupation id is: 2, Zip-code is: 32118, 
UserID is: 3127, Gender is: F,  Occupation id is: 0, Zip-code is: 10003, 
UserID is: 3128, Gender is: M,  Occupation id is: 2, Zip-code is: 10012, 
UserID is: 3129, Gender is: M,  Occupation id is: 7, Zip-code is: 21117, 
UserID is: 3130, Gender is: M,  Occupation id is: 7, Zip-code is: 32835, 
UserID is: 3131, Gender is: F,  Occupation id is: 2, Zip-code is: 90036, 
UserID is: 3132, Gender is: M,  Occupation id is: 7, Zip-code is: 98467, 
UserID is: 3133, Gender is: M,  Occupation id is: 4, Zip-code is: 33720, 
UserID is: 3134, Gender is: M,  Occupation id is: 4, Zip-code is: 55455, 
UserID is: 3135, Gender is: M,  Occupation id is: 15, Zip-code is: 12345, 
UserID is: 3136, Gender is: F,  Occupation id is: 4, Zip-code is: 72801, 
UserID is: 3137, Gender is: M,  Occupation id is: 11, Zip-code is: 11217, 
UserID is: 3138, Gender is: M,  Occupation id is: 17, Zip-code is: 46229, 
UserID is: 3139, Gender is: M,  Occupation id is: 13, Zip-code is: 89128, 
UserID is: 3140, Gender is: F,  Occupation id is: 4, Zip-code is: 78728, 
UserID is: 3141, Gender is: M,  Occupation id is: 14, Zip-code is: 81679, 
UserID is: 3142, Gender is: M,  Occupation id is: 20, Zip-code is: 85719, 
UserID is: 3143, Gender is: F,  Occupation id is: 16, Zip-code is: 90272, 
UserID is: 3144, Gender is: F,  Occupation id is: 7, Zip-code is: 85260, 
UserID is: 3145, Gender is: M,  Occupation id is: 4, Zip-code is: 02138, 
UserID is: 3146, Gender is: M,  Occupation id is: 0, Zip-code is: 31605, 
UserID is: 3147, Gender is: M,  Occupation id is: 14, Zip-code is: 49355, 
UserID is: 3148, Gender is: M,  Occupation id is: 20, Zip-code is: 72837, 
UserID is: 3149, Gender is: M,  Occupation id is: 4, Zip-code is: 92602, 
UserID is: 3150, Gender is: F,  Occupation id is: 3, Zip-code is: 92831, 
UserID is: 3151, Gender is: F,  Occupation id is: 0, Zip-code is: 92870, 
UserID is: 3152, Gender is: M,  Occupation id is: 4, Zip-code is: 61801, 
UserID is: 3153, Gender is: F,  Occupation id is: 4, Zip-code is: 73160, 
UserID is: 3154, Gender is: F,  Occupation id is: 4, Zip-code is: 95616, 
UserID is: 3155, Gender is: M,  Occupation id is: 7, Zip-code is: 55112, 
UserID is: 3156, Gender is: M,  Occupation id is: 7, Zip-code is: 07663, 
UserID is: 3157, Gender is: M,  Occupation id is: 12, Zip-code is: 92880, 
UserID is: 3158, Gender is: M,  Occupation id is: 15, Zip-code is: 15217, 
UserID is: 3159, Gender is: F,  Occupation id is: 15, Zip-code is: 15213, 
UserID is: 3160, Gender is: M,  Occupation id is: 17, Zip-code is: 77521, 
UserID is: 3161, Gender is: M,  Occupation id is: 7, Zip-code is: 55408, 
UserID is: 3162, Gender is: M,  Occupation id is: 1, Zip-code is: 08854-3115, 
UserID is: 3163, Gender is: M,  Occupation id is: 15, Zip-code is: 95616, 
UserID is: 3164, Gender is: M,  Occupation id is: 12, Zip-code is: 55118, 
UserID is: 3165, Gender is: M,  Occupation id is: 7, Zip-code is: 60611, 
UserID is: 3166, Gender is: M,  Occupation id is: 4, Zip-code is: 32607, 
UserID is: 3167, Gender is: M,  Occupation id is: 2, Zip-code is: 77056, 
UserID is: 3168, Gender is: F,  Occupation id is: 5, Zip-code is: 94546, 
UserID is: 3169, Gender is: M,  Occupation id is: 0, Zip-code is: 23518, 
UserID is: 3170, Gender is: M,  Occupation id is: 0, Zip-code is: 08461, 
UserID is: 3171, Gender is: F,  Occupation id is: 3, Zip-code is: 10128, 
UserID is: 3172, Gender is: M,  Occupation id is: 12, Zip-code is: 55408, 
UserID is: 3173, Gender is: M,  Occupation id is: 12, Zip-code is: 55317, 
UserID is: 3174, Gender is: F,  Occupation id is: 14, Zip-code is: 10018, 
UserID is: 3175, Gender is: M,  Occupation id is: 16, Zip-code is: 10014, 
UserID is: 3176, Gender is: M,  Occupation id is: 17, Zip-code is: 95129, 
UserID is: 3177, Gender is: F,  Occupation id is: 6, Zip-code is: 94132, 
UserID is: 3178, Gender is: F,  Occupation id is: 5, Zip-code is: 44313, 
UserID is: 3179, Gender is: F,  Occupation id is: 20, Zip-code is: 02125, 
UserID is: 3180, Gender is: M,  Occupation id is: 14, Zip-code is: 07430, 
UserID is: 3181, Gender is: M,  Occupation id is: 12, Zip-code is: 07436, 
UserID is: 3182, Gender is: M,  Occupation id is: 12, Zip-code is: 12866, 
UserID is: 3183, Gender is: M,  Occupation id is: 7, Zip-code is: 60510, 
UserID is: 3184, Gender is: F,  Occupation id is: 18, Zip-code is: 21214, 
UserID is: 3185, Gender is: M,  Occupation id is: 7, Zip-code is: 55337, 
UserID is: 3186, Gender is: M,  Occupation id is: 1, Zip-code is: 92122, 
UserID is: 3187, Gender is: M,  Occupation id is: 12, Zip-code is: 32935, 
UserID is: 3188, Gender is: M,  Occupation id is: 13, Zip-code is: 55344, 
UserID is: 3189, Gender is: M,  Occupation id is: 16, Zip-code is: 90292, 
UserID is: 3190, Gender is: M,  Occupation id is: 17, Zip-code is: 97062, 
UserID is: 3191, Gender is: M,  Occupation id is: 12, Zip-code is: 27707, 
UserID is: 3192, Gender is: M,  Occupation id is: 4, Zip-code is: 02912, 
UserID is: 3193, Gender is: M,  Occupation id is: 0, Zip-code is: 92019, 
UserID is: 3194, Gender is: M,  Occupation id is: 15, Zip-code is: 92648, 
UserID is: 3195, Gender is: M,  Occupation id is: 4, Zip-code is: 80228, 
UserID is: 3196, Gender is: F,  Occupation id is: 4, Zip-code is: 45219, 
UserID is: 3197, Gender is: F,  Occupation id is: 14, Zip-code is: 94110, 
UserID is: 3198, Gender is: M,  Occupation id is: 12, Zip-code is: 94110, 
UserID is: 3199, Gender is: M,  Occupation id is: 0, Zip-code is: 57106, 
UserID is: 3200, Gender is: F,  Occupation id is: 1, Zip-code is: 98144, 
UserID is: 3201, Gender is: M,  Occupation id is: 7, Zip-code is: 35216, 
UserID is: 3202, Gender is: F,  Occupation id is: 4, Zip-code is: 24060, 
UserID is: 3203, Gender is: M,  Occupation id is: 0, Zip-code is: 90254, 
UserID is: 3204, Gender is: M,  Occupation id is: 16, Zip-code is: 80304, 
UserID is: 3205, Gender is: F,  Occupation id is: 16, Zip-code is: 80304, 
UserID is: 3206, Gender is: M,  Occupation id is: 20, Zip-code is: 44089, 
UserID is: 3207, Gender is: M,  Occupation id is: 7, Zip-code is: 60610, 
UserID is: 3208, Gender is: M,  Occupation id is: 14, Zip-code is: 30342, 
UserID is: 3209, Gender is: M,  Occupation id is: 0, Zip-code is: 21555, 
UserID is: 3210, Gender is: F,  Occupation id is: 0, Zip-code is: 02115, 
UserID is: 3211, Gender is: M,  Occupation id is: 16, Zip-code is: 20015, 
UserID is: 3212, Gender is: F,  Occupation id is: 17, Zip-code is: 11215, 
UserID is: 3213, Gender is: F,  Occupation id is: 1, Zip-code is: 83705, 
UserID is: 3214, Gender is: F,  Occupation id is: 7, Zip-code is: 10019, 
UserID is: 3215, Gender is: F,  Occupation id is: 13, Zip-code is: 55447, 
UserID is: 3216, Gender is: M,  Occupation id is: 1, Zip-code is: 54481, 
UserID is: 3217, Gender is: F,  Occupation id is: 0, Zip-code is: 92630, 
UserID is: 3218, Gender is: M,  Occupation id is: 6, Zip-code is: 48070, 
UserID is: 3219, Gender is: F,  Occupation id is: 4, Zip-code is: 54302, 
UserID is: 3220, Gender is: M,  Occupation id is: 7, Zip-code is: 54016, 
UserID is: 3221, Gender is: M,  Occupation id is: 0, Zip-code is: 19106, 
UserID is: 3222, Gender is: M,  Occupation id is: 7, Zip-code is: 10583, 
UserID is: 3223, Gender is: M,  Occupation id is: 20, Zip-code is: 10014, 
UserID is: 3224, Gender is: F,  Occupation id is: 14, Zip-code is: 93428, 
UserID is: 3225, Gender is: M,  Occupation id is: 0, Zip-code is: 15237, 
UserID is: 3226, Gender is: M,  Occupation id is: 4, Zip-code is: 10027, 
UserID is: 3227, Gender is: F,  Occupation id is: 14, Zip-code is: 60657, 
UserID is: 3228, Gender is: M,  Occupation id is: 14, Zip-code is: 05448, 
UserID is: 3229, Gender is: F,  Occupation id is: 1, Zip-code is: 93105, 
UserID is: 3230, Gender is: M,  Occupation id is: 16, Zip-code is: 92630, 
UserID is: 3231, Gender is: M,  Occupation id is: 7, Zip-code is: 55112, 
UserID is: 3232, Gender is: M,  Occupation id is: 12, Zip-code is: 92821, 
UserID is: 3233, Gender is: M,  Occupation id is: 2, Zip-code is: 60660, 
UserID is: 3234, Gender is: F,  Occupation id is: 0, Zip-code is: 90012, 
UserID is: 3235, Gender is: M,  Occupation id is: 4, Zip-code is: 87801, 
UserID is: 3236, Gender is: M,  Occupation id is: 15, Zip-code is: 87111, 
UserID is: 3237, Gender is: M,  Occupation id is: 7, Zip-code is: 05401, 
UserID is: 3238, Gender is: M,  Occupation id is: 7, Zip-code is: 10069, 
UserID is: 3239, Gender is: F,  Occupation id is: 12, Zip-code is: 07730, 
UserID is: 3240, Gender is: M,  Occupation id is: 4, Zip-code is: 55403, 
UserID is: 3241, Gender is: F,  Occupation id is: 0, Zip-code is: 20004, 
UserID is: 3242, Gender is: M,  Occupation id is: 13, Zip-code is: 94089, 
UserID is: 3243, Gender is: M,  Occupation id is: 12, Zip-code is: 98117, 
UserID is: 3244, Gender is: F,  Occupation id is: 4, Zip-code is: 92647, 
UserID is: 3245, Gender is: M,  Occupation id is: 2, Zip-code is: 08820, 
UserID is: 3246, Gender is: F,  Occupation id is: 1, Zip-code is: 85258, 
UserID is: 3247, Gender is: M,  Occupation id is: 15, Zip-code is: 92649, 
UserID is: 3248, Gender is: F,  Occupation id is: 7, Zip-code is: 94115, 
UserID is: 3249, Gender is: F,  Occupation id is: 4, Zip-code is: 92648, 
UserID is: 3250, Gender is: M,  Occupation id is: 4, Zip-code is: 90069, 
UserID is: 3251, Gender is: M,  Occupation id is: 17, Zip-code is: 15330, 
UserID is: 3252, Gender is: M,  Occupation id is: 0, Zip-code is: 76067, 
UserID is: 3253, Gender is: F,  Occupation id is: 4, Zip-code is: 26505, 
UserID is: 3254, Gender is: F,  Occupation id is: 6, Zip-code is: 95843, 
UserID is: 3255, Gender is: F,  Occupation id is: 15, Zip-code is: 91902, 
UserID is: 3256, Gender is: M,  Occupation id is: 15, Zip-code is: 92111, 
UserID is: 3257, Gender is: M,  Occupation id is: 14, Zip-code is: 94105, 
UserID is: 3258, Gender is: M,  Occupation id is: 6, Zip-code is: 02339, 
UserID is: 3259, Gender is: F,  Occupation id is: 4, Zip-code is: 95616, 
UserID is: 3260, Gender is: M,  Occupation id is: 4, Zip-code is: 44514, 
UserID is: 3261, Gender is: M,  Occupation id is: 20, Zip-code is: 87505, 
UserID is: 3262, Gender is: M,  Occupation id is: 14, Zip-code is: 55391, 
UserID is: 3263, Gender is: M,  Occupation id is: 11, Zip-code is: 66048, 
UserID is: 3264, Gender is: F,  Occupation id is: 1, Zip-code is: 94536, 
UserID is: 3265, Gender is: M,  Occupation id is: 15, Zip-code is: 53704, 
UserID is: 3266, Gender is: F,  Occupation id is: 4, Zip-code is: 95616, 
UserID is: 3267, Gender is: M,  Occupation id is: 4, Zip-code is: 78705, 
UserID is: 3268, Gender is: M,  Occupation id is: 12, Zip-code is: 04106, 
UserID is: 3269, Gender is: F,  Occupation id is: 20, Zip-code is: 45220, 
UserID is: 3270, Gender is: M,  Occupation id is: 11, Zip-code is: 45220, 
UserID is: 3271, Gender is: F,  Occupation id is: 0, Zip-code is: 92704, 
UserID is: 3272, Gender is: M,  Occupation id is: 0, Zip-code is: 08330, 
UserID is: 3273, Gender is: M,  Occupation id is: 7, Zip-code is: 11201, 
UserID is: 3274, Gender is: M,  Occupation id is: 20, Zip-code is: 02062, 
UserID is: 3275, Gender is: M,  Occupation id is: 7, Zip-code is: 10028, 
UserID is: 3276, Gender is: M,  Occupation id is: 20, Zip-code is: 55391, 
UserID is: 3277, Gender is: M,  Occupation id is: 17, Zip-code is: 94107, 
UserID is: 3278, Gender is: M,  Occupation id is: 7, Zip-code is: 10014, 
UserID is: 3279, Gender is: M,  Occupation id is: 15, Zip-code is: 92880, 
UserID is: 3280, Gender is: M,  Occupation id is: 7, Zip-code is: 33486, 
UserID is: 3281, Gender is: M,  Occupation id is: 17, Zip-code is: 79705, 
UserID is: 3282, Gender is: M,  Occupation id is: 3, Zip-code is: 20009, 
UserID is: 3283, Gender is: M,  Occupation id is: 16, Zip-code is: 66208, 
UserID is: 3284, Gender is: M,  Occupation id is: 6, Zip-code is: 48197, 
UserID is: 3285, Gender is: M,  Occupation id is: 4, Zip-code is: 44706, 
UserID is: 3286, Gender is: F,  Occupation id is: 7, Zip-code is: 80013, 
UserID is: 3287, Gender is: M,  Occupation id is: 13, Zip-code is: 27514-3540, 
UserID is: 3288, Gender is: M,  Occupation id is: 14, Zip-code is: 94133, 
UserID is: 3289, Gender is: M,  Occupation id is: 6, Zip-code is: 95695, 
UserID is: 3290, Gender is: M,  Occupation id is: 14, Zip-code is: 90292, 
UserID is: 3291, Gender is: F,  Occupation id is: 7, Zip-code is: 27516, 
UserID is: 3292, Gender is: F,  Occupation id is: 6, Zip-code is: 79410, 
UserID is: 3293, Gender is: M,  Occupation id is: 14, Zip-code is: 37343, 
UserID is: 3294, Gender is: M,  Occupation id is: 4, Zip-code is: 78749, 
UserID is: 3295, Gender is: M,  Occupation id is: 18, Zip-code is: 92123, 
UserID is: 3296, Gender is: M,  Occupation id is: 14, Zip-code is: 90292, 
UserID is: 3297, Gender is: M,  Occupation id is: 4, Zip-code is: 91325, 
UserID is: 3298, Gender is: M,  Occupation id is: 10, Zip-code is: 20876, 
UserID is: 3299, Gender is: F,  Occupation id is: 4, Zip-code is: 19119, 
UserID is: 3300, Gender is: M,  Occupation id is: 5, Zip-code is: 19119, 
UserID is: 3301, Gender is: F,  Occupation id is: 2, Zip-code is: 85719, 
UserID is: 3302, Gender is: M,  Occupation id is: 17, Zip-code is: 74074, 
UserID is: 3303, Gender is: M,  Occupation id is: 17, Zip-code is: 06405, 
UserID is: 3304, Gender is: F,  Occupation id is: 5, Zip-code is: 92649, 
UserID is: 3305, Gender is: M,  Occupation id is: 20, Zip-code is: 94708, 
UserID is: 3306, Gender is: M,  Occupation id is: 14, Zip-code is: 60045, 
UserID is: 3307, Gender is: M,  Occupation id is: 6, Zip-code is: 90640, 
UserID is: 3308, Gender is: F,  Occupation id is: 20, Zip-code is: 15701-1348, 
UserID is: 3309, Gender is: M,  Occupation id is: 17, Zip-code is: 20707, 
UserID is: 3310, Gender is: M,  Occupation id is: 14, Zip-code is: 12561, 
UserID is: 3311, Gender is: M,  Occupation id is: 4, Zip-code is: 90039, 
UserID is: 3312, Gender is: F,  Occupation id is: 4, Zip-code is: 90039, 
UserID is: 3313, Gender is: M,  Occupation id is: 20, Zip-code is: 90292, 
UserID is: 3314, Gender is: M,  Occupation id is: 7, Zip-code is: 06516, 
UserID is: 3315, Gender is: M,  Occupation id is: 12, Zip-code is: 78731, 
UserID is: 3316, Gender is: M,  Occupation id is: 19, Zip-code is: 92557, 
UserID is: 3317, Gender is: M,  Occupation id is: 4, Zip-code is: 78705, 
UserID is: 3318, Gender is: M,  Occupation id is: 13, Zip-code is: 30047, 
UserID is: 3319, Gender is: F,  Occupation id is: 13, Zip-code is: 92308, 
UserID is: 3320, Gender is: M,  Occupation id is: 1, Zip-code is: 56082, 
UserID is: 3321, Gender is: M,  Occupation id is: 1, Zip-code is: 95380, 
UserID is: 3322, Gender is: F,  Occupation id is: 4, Zip-code is: 68516, 
UserID is: 3323, Gender is: M,  Occupation id is: 14, Zip-code is: 11784, 
UserID is: 3324, Gender is: M,  Occupation id is: 17, Zip-code is: 48083, 
UserID is: 3325, Gender is: F,  Occupation id is: 14, Zip-code is: 39180, 
UserID is: 3326, Gender is: M,  Occupation id is: 7, Zip-code is: 64138, 
UserID is: 3327, Gender is: M,  Occupation id is: 12, Zip-code is: 91423, 
UserID is: 3328, Gender is: M,  Occupation id is: 19, Zip-code is: 91790-1161, 
UserID is: 3329, Gender is: M,  Occupation id is: 18, Zip-code is: 72601, 
UserID is: 3330, Gender is: F,  Occupation id is: 1, Zip-code is: 47933, 
UserID is: 3331, Gender is: F,  Occupation id is: 7, Zip-code is: 06854, 
UserID is: 3332, Gender is: M,  Occupation id is: 7, Zip-code is: 06854, 
UserID is: 3333, Gender is: M,  Occupation id is: 16, Zip-code is: 29404-2205, 
UserID is: 3334, Gender is: M,  Occupation id is: 0, Zip-code is: 09142, 
UserID is: 3335, Gender is: M,  Occupation id is: 0, Zip-code is: 10023, 
UserID is: 3336, Gender is: M,  Occupation id is: 17, Zip-code is: 93436, 
UserID is: 3337, Gender is: M,  Occupation id is: 4, Zip-code is: 97214, 
UserID is: 3338, Gender is: M,  Occupation id is: 16, Zip-code is: 08053, 
UserID is: 3339, Gender is: M,  Occupation id is: 17, Zip-code is: 44118, 
UserID is: 3340, Gender is: M,  Occupation id is: 16, Zip-code is: 48097, 
UserID is: 3341, Gender is: M,  Occupation id is: 20, Zip-code is: 91730, 
UserID is: 3342, Gender is: F,  Occupation id is: 5, Zip-code is: 92705, 
UserID is: 3343, Gender is: F,  Occupation id is: 4, Zip-code is: 79912, 
UserID is: 3344, Gender is: M,  Occupation id is: 0, Zip-code is: 08902, 
UserID is: 3345, Gender is: M,  Occupation id is: 7, Zip-code is: 18655, 
UserID is: 3346, Gender is: M,  Occupation id is: 7, Zip-code is: 54016, 
UserID is: 3347, Gender is: F,  Occupation id is: 7, Zip-code is: 91362, 
UserID is: 3348, Gender is: M,  Occupation id is: 16, Zip-code is: 94546, 
UserID is: 3349, Gender is: F,  Occupation id is: 4, Zip-code is: 92054, 
UserID is: 3350, Gender is: F,  Occupation id is: 0, Zip-code is: 20815, 
UserID is: 3351, Gender is: F,  Occupation id is: 5, Zip-code is: 92870, 
UserID is: 3352, Gender is: M,  Occupation id is: 0, Zip-code is: 30533, 
UserID is: 3353, Gender is: M,  Occupation id is: 17, Zip-code is: 92688, 
UserID is: 3354, Gender is: M,  Occupation id is: 7, Zip-code is: 18615, 
UserID is: 3355, Gender is: M,  Occupation id is: 1, Zip-code is: 400060, 
UserID is: 3356, Gender is: M,  Occupation id is: 7, Zip-code is: 95031, 
UserID is: 3357, Gender is: M,  Occupation id is: 18, Zip-code is: 64055, 
UserID is: 3358, Gender is: F,  Occupation id is: 1, Zip-code is: 91790, 
UserID is: 3359, Gender is: M,  Occupation id is: 20, Zip-code is: 22936, 
UserID is: 3360, Gender is: F,  Occupation id is: 0, Zip-code is: 92646, 
UserID is: 3361, Gender is: M,  Occupation id is: 4, Zip-code is: 91790, 
